1.626739200999000000e+12	3.083965000000000146e+04	9.434975739999999860e+02
1.626742800999000000e+12	3.080111999999999898e+04	1.862693199000000050e+03
1.626746400999000000e+12	3.062161000000000058e+04	2.305451544999999896e+03
1.626750000999000000e+12	3.018293000000000029e+04	5.027883200000000215e+03
1.626753600999000000e+12	2.960045999999999913e+04	9.142715560000000551e+03
1.626757200999000000e+12	2.965911999999999898e+04	4.017294879999999921e+03
1.626760800999000000e+12	2.972909999999999854e+04	2.099340898999999808e+03
1.626764400999000000e+12	2.971374000000000160e+04	1.461951381999999967e+03
1.626768000999000000e+12	2.982172999999999956e+04	1.708408873999999969e+03
1.626771600999000000e+12	2.963518000000000029e+04	2.135352542000000085e+03
1.626775200999000000e+12	2.942050000000000000e+04	3.454803437999999915e+03
1.626778800999000000e+12	2.968313000000000102e+04	3.235178665999999794e+03
1.626782400999000000e+12	2.969279000000000087e+04	2.077284044999999878e+03
1.626786000999000000e+12	2.970902999999999884e+04	1.701547845000000052e+03
1.626789600999000000e+12	2.952556999999999971e+04	2.500326527000000169e+03
1.626793200999000000e+12	2.974775000000000000e+04	3.569196030000000064e+03
1.626796800999000000e+12	2.988836000000000058e+04	2.789968025000000125e+03
1.626800400999000000e+12	2.965897000000000116e+04	1.843001539999999977e+03
1.626804000999000000e+12	2.965933000000000175e+04	1.224504803999999922e+03
1.626807600999000000e+12	2.977784000000000015e+04	1.186256671000000097e+03
1.626811200999000000e+12	2.978086000000000058e+04	1.654708765000000085e+03
1.626814800999000000e+12	2.985158000000000175e+04	1.907285967999999912e+03
1.626818400999000000e+12	2.968597999999999956e+04	1.361024030000000039e+03
1.626822000999000000e+12	2.957018999999999869e+04	1.352651229000000058e+03
